"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","cond_pos","cond_neg","message_choice","choice_dom","choice_nondom","comp_dom_1","comp_nondom_1","attitude_dom","attitude_nondom","preference","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","check_2","age","gender_.99_TEXT","race_5_TEXT","feedback","cond","cond_word","cond_word1","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","income","edu"
454,"0","100","545","1","1","4","","There could be a perception of a threat since some possible money can be held back.  It is slightly demanding towards performance. ","1","1","","43","","4","","4","50","50","70","70","80","80","90","90","100","100","5","4","2","2","6","5","7","2","6","6","5","Yellow","54","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$140,001-$160,000","GED"
455,"0","100","1701","1","1","4","","The employee might feel pressured or micromanaged by the message interpreting it as a lack of trust in their effort ","2","","1","","45","","3","6","12","31","49","57","77","70","43","32","66","48","2","7","1","1","2","2","7","1","3","1","5","white","38","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","4yearColl"
456,"0","100","759","1","1","4","","I'm basically threatening the employee by saying if they don't perform well, they won't get the full bonus. Is this called negative reinforcement? Whatever it's called, I feel like it would possibly add pressure and make the employee perform worse. Or maybe even cause the employee to perform worse on purpose out of spite. It would make the employee feel controlled and lower on the ladder. No one like to be talked down to.","2","","2","","35","","1","6","50","50","50","50","50","100","100","100","100","100","6","3","1","1","4","5","6","1","2","2","5","Green","54","","","N/A","neg","negatively","negative","Full-time","","","","","","","","Other","man","","","white","","","","$160,001-$180,000","MA"
457,"0","100","551","1","1","4","","The employee might feel pressured or threatened by the tone, interpreting it as demanding  and unsupportive. This could lead to resentment or reduced motivation, damaging trust and making them feel the manager cares more about their own bonus than the employee's effort.","2","","1","","10","","5","5","39","53","70","43","58","73","40","51","82","60","6","6","5","4","6","4","4","5","6","6","5","Navy Blue","40","","","none","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","","","","","$60,001-$80,000","4yearColl"
458,"0","100","1078","1","1","4","","The message seems like it's a threat. It might upset them.","1","1","","25","","4","","6","7","17","24","39","48","57","63","71","78","92","4","5","5","3","5","4","5","4","6","4","5","blue","37","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","GED"
459,"0","100","955","1","1","4","","it sounds demanding and degrading. like you are talking down to them. Not a fan. ","2","","2","","25","","1","6","50","50","50","50","100","100","100","100","100","100","5","7","1","1","7","5","7","1","7","3","5","Black","47","","","Thank you for allowing me to participate","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","GED"
460,"0","100","651","1","1","4","This message could be seen as somewhat positive, and a tad bit encouraging for the employee to get the bonus. Do your absolute best... seems encouraging, but it's not. ","","2","","2","","15","","2","6","100","100","100","100","100","100","100","100","100","100","4","4","1","2","6","4","7","3","7","3","5","Pink ","37","","","none.","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
461,"0","100","615","1","1","4","The only positive messaging in this is that there’s a chance to get a bonus. ","","2","","1","","25","","1","6","10","20","30","40","50","60","70","80","90","100","3","6","2","1","6","6","7","1","7","5","5","Green","32","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","","hispanic","","","$20,001-$40,000","2yearColl"
462,"0","100","270","1","1","4","They might appreciate the straightforward approach to discussing the task at hand.","","2","","1","","40","","6","5","100","100","100","100","100","100","100","100","100","100","1","7","2","2","6","2","6","1","3","5","5","Blue","34","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$140,001-$160,000","4yearColl"
463,"0","100","471","1","1","4","I think the positive is that they could get a bonus if they perform well.","","1","1","","35","","3","","4","9","19","31","41","51","60","68","76","87","100","4","3","3","2","6","4","5","2","4","5","5","Green","56","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","hispanic","","","$120,001-$140,000","4yearColl"
464,"0","100","972","1","1","4","","The employee would be engaging in this activity with a negative mindset. There is no positive reinforcement of how well the employee could possible do with this challenging task. The better method would be compliment the employee in a way that makes them feel good about the task ahead and that they can do it well.","2","","1","","25","","3","4","23","34","46","59","67","78","90","96","100","100","1","7","1","1","7","2","7","1","5","6","5","blue","70","","","","neg","negatively","negative","","Part-time","","","","","","","","man","","","white","","","","$20,001-$40,000","2yearColl"
465,"0","100","578","1","1","4","","I think that the employee would view this message negatively since it states if you don't complete it and do well you will not get the full bonus.  In many ways the employee can view this as a threat and feel negatively about how this was worded","2","","2","","25","","2","6","10","20","30","40","50","60","70","80","90","100","1","6","1","1","7","4","7","1","5","6","5","Green","59","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","4yearColl"
466,"0","100","1048","1","1","4","","They would think if they did not get the full bonus, that the task and themselves were failures instead of praising the effort they gave to the task.","2","","1","","30","","5","6","96","97","80","85","76","71","66","72","58","55","5","5","3","3","6","5","6","5","4","5","5","red","34","","","","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$80,001-$100,000","4yearColl"
467,"0","100","1564","1","1","4","","They might feel pressured, unappreciated, or distrustful of the manager's intensions.","2","","1","","32","","6","6","27","65","67","62","73","64","74","65","72","73","5","5","6","5","6","6","6","5","6","5","5","14285733","34","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$40,001-$60,000","4yearColl"
468,"0","100","670","1","1","4","The employee will receive clear directives with concise explanations of the positive or negative consequences, should they complete the challenge.","","2","","2","","44","","5","4","79","49","0","0","0","0","0","0","0","100","5","3","2","2","4","7","3","2","3","4","5","Pink","32","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$100,001-$120,000","MA"
469,"0","100","230","1","1","4","I feel like it's an uplifting message and they would take it positively and want to do their best.","","2","","1","","45","","6","5","100","100","90","85","84","72","64","56","51","41","5","5","2","5","6","4","5","4","6","5","5","Orange","43","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","GED"
470,"0","100","1676","1","1","4","","they would say that the manager is pressuring them to do a good job and they feel pressured to ""be smart"" ","1","1","","36","","4","","5","25","36","49","52","58","59","60","75","91","100","7","6","1","1","7","7","7","1","7","6","5","purple","26","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","GED"
471,"0","100","450","1","1","4","It sounds a little more conversational, which implies a less strict relationship between manager and employee. They're telling them to do their best which may also be more positive and the possibility of a bonus helps.","","2","","1","","35","","3","4","0","10","15","20","25","40","40","65","75","100","1","7","1","1","7","3","7","1","7","7","5","green","36","","","","pos","positively","positive","","","","","","","","","Other","woman","","","white","","","","$20,001-$40,000","4yearColl"
